ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6341275,HP427829,07/01/2008 07:40:00 PM,035XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,2122,002,4,36,08B,1181307,1881665,2008,02/04/2016 06:33:39 AM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
6341279,HP427932,07/01/2008 08:00:00 PM,017XX N LOTUS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2532,025,37,25,14,1139795,1911091,2008,02/04/2016 06:33:39 AM,41.912137611,-87.761869249,"(41.912137611, -87.761869249)"
6341280,HP426899,07/01/2008 12:47:00 PM,087XX S LOOMIS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2222,022,21,71,18,1168520,1846896,2008,02/04/2016 06:33:39 AM,41.735406341,-87.658194834,"(41.735406341, -87.658194834)"
6341281,HP427883,07/01/2008 08:30:00 PM,053XX S HYDE PARK BLVD,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2132,002,5,41,05,1188556,1870311,2008,02/04/2016 06:33:39 AM,41.799204348,-87.584044296,"(41.799204348, -87.584044296)"
6341282,HP424629,06/28/2008 04:00:00 AM,022XX N KOSTNER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,2522,025,31,20,14,1146690,1914468,2008,02/04/2016 06:33:39 AM,41.921275577,-87.73645234,"(41.921275577, -87.73645234)"
6341284,HP400199,03/01/2008 09:15:00 AM,068XX S EVANS AVE,3910,INTERFERENCE WITH PUBLIC OFFICER,BRIBERY,ALLEY,true,false,0321,003,6,42,26,1182394,1859849,2008,02/04/2016 06:33:39 AM,41.770640848,-87.606965671,"(41.770640848, -87.606965671)"
6341286,HP427393,07/01/2008 03:55:24 PM,018XX N TRIPP AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,2534,025,30,20,26,1147764,1911911,2008,02/04/2016 06:33:39 AM,41.914238341,-87.732571981,"(41.914238341, -87.732571981)"
6341289,HP427681,07/01/2008 08:00:00 AM,073XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0334,003,7,43,08B,1195265,1857288,2008,02/04/2016 06:33:39 AM,41.763305308,-87.559870854,"(41.763305308, -87.559870854)"
6341290,HP429584,07/02/2008 05:30:00 PM,105XX S STATE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0512,005,34,49,04A,1178113,1835163,2008,02/04/2016 06:33:39 AM,41.702997566,-87.62340447,"(41.702997566, -87.62340447)"
6341292,HP421072,06/28/2008 10:54:28 AM,044XX W DIVISION ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,2533,025,37,23,26,1146654,1907626,2008,02/04/2016 06:33:39 AM,41.902501122,-87.73675947,"(41.902501122, -87.73675947)"
6341293,HP429274,07/02/2008 02:50:53 PM,006XX E 62ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0313,003,20,42,08B,1181754,1864047,2008,02/04/2016 06:33:39 AM,41.782175371,-87.609182059,"(41.782175371, -87.609182059)"
6341295,HP429204,07/02/2008 12:00:00 PM,043XX W LAWRENCE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,false,false,1722,017,39,14,26,1146713,1931552,2008,02/04/2016 06:33:39 AM,41.968155094,-87.735930342,"(41.968155094, -87.735930342)"
6341296,HP427993,07/01/2008 09:10:00 PM,070XX S CHAPPEL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0331,003,5,43,08A,1191097,1858637,2008,02/04/2016 06:33:39 AM,41.7671089,-87.575103515,"(41.7671089, -87.575103515)"
6341297,HP429605,07/02/2008 08:40:00 AM,023XX W 48TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0915,009,12,61,14,1161461,1872789,2008,02/04/2016 06:33:39 AM,41.806609437,-87.683339423,"(41.806609437, -87.683339423)"
6341303,HP428223,07/02/2008 12:00:00 AM,016XX E HYDE PARK BLVD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,false,false,2132,002,4,41,11,1188455,1871519,2008,02/04/2016 06:33:39 AM,41.802521598,-87.584376081,"(41.802521598, -87.584376081)"
6341305,HP429155,03/28/2008 11:30:00 AM,057XX S KOSTNER AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0813,008,13,62,06,1148011,1866249,2008,02/04/2016 06:33:39 AM,41.788931209,-87.732837649,"(41.788931209, -87.732837649)"
6341306,HP424040,06/29/2008 09:30:00 PM,035XX S RHODES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0212,002,4,35,26,1180172,1881335,2008,02/04/2016 06:33:39 AM,41.829651528,-87.614451899,"(41.829651528, -87.614451899)"
6341307,HP428265,07/01/2008 11:00:00 PM,001XX E 36TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0211,002,3,35,03,1177925,1881303,2008,02/04/2016 06:33:39 AM,41.829615019,-87.622696998,"(41.829615019, -87.622696998)"
6341308,HP429554,07/02/2008 12:00:00 PM,017XX N TROY ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1421,014,26,23,08A,1155074,1911365,2008,02/04/2016 06:33:39 AM,41.912596423,-87.705730753,"(41.912596423, -87.705730753)"
6341309,HP424053,06/29/2008 07:30:00 PM,045XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0221,002,3,38,08B,1177919,1874918,2008,02/04/2016 06:33:39 AM,41.812094186,-87.622912706,"(41.812094186, -87.622912706)"
6341310,HP423718,06/29/2008 06:50:00 PM,013XX W GREENLEAF AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,2423,024,49,1,06,1166247,1947084,2008,02/04/2016 06:33:39 AM,42.01037908,-87.663658544,"(42.01037908, -87.663658544)"
6341311,HP429466,06/27/2008 09:00:00 AM,005XX N KINGSBURY ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,ATHLETIC CLUB,false,false,1831,018,42,8,11,1173193,1903598,2008,02/04/2016 06:33:39 AM,41.890900247,-87.639397357,"(41.890900247, -87.639397357)"
6341312,HP429640,07/02/2008 06:15:00 AM,001XX S WACKER DR,0810,THEFT,OVER $500,SIDEWALK,false,false,0111,001,2,32,06,1173883,1899742,2008,02/04/2016 06:33:39 AM,41.88030381,-87.636978269,"(41.88030381, -87.636978269)"
6341313,HP426548,06/30/2008 10:00:00 PM,013XX E 52ND ST,0810,THEFT,OVER $500,STREET,false,false,2131,002,4,41,06,1186175,1870932,2008,02/04/2016 06:33:39 AM,41.80096504,-87.592756247,"(41.80096504, -87.592756247)"
6341314,HP424058,06/29/2008 09:00:00 AM,026XX S HOMAN AVE,0810,THEFT,OVER $500,STREET,false,false,1032,010,22,30,06,1154125,1886208,2008,02/04/2016 06:33:39 AM,41.843582005,-87.709888497,"(41.843582005, -87.709888497)"
6341316,HP428563,07/02/2008 07:45:00 AM,027XX S DEARBORN ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,false,false,2113,001,3,35,26,1176316,1886532,2008,02/04/2016 06:33:39 AM,41.844000177,-87.628442902,"(41.844000177, -87.628442902)"
6341319,HP422281,06/28/2008 02:00:00 PM,016XX S WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1023,010,28,29,14,1158626,1891830,2008,02/04/2016 06:33:39 AM,41.858918534,-87.693216918,"(41.858918534, -87.693216918)"
6341320,HP429678,07/02/2008 10:00:00 AM,079XX S JEFFERY BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,0414,004,8,46,06,1190912,1852820,2008,02/04/2016 06:33:39 AM,41.751151039,-87.575969317,"(41.751151039, -87.575969317)"
6341322,HP428646,07/01/2008 04:08:00 PM,032XX S CALUMET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",false,false,2112,002,2,35,14,1179125,1883686,2008,02/04/2016 06:33:39 AM,41.836126824,-87.618221478,"(41.836126824, -87.618221478)"
6341324,HP426909,07/01/2008 12:33:26 PM,047XX W BELMONT AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,true,false,1731,017,30,15,08B,1143978,1920848,2008,02/04/2016 06:33:39 AM,41.938834286,-87.746256484,"(41.938834286, -87.746256484)"
6341325,HP429726,07/02/2008 03:30:00 PM,053XX S CENTRAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0814,008,23,56,07,1139926,1868755,2008,02/04/2016 06:33:39 AM,41.795959238,-87.762422082,"(41.795959238, -87.762422082)"
6341326,HP429710,07/02/2008 05:00:00 AM,054XX S MAPLEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0911,009,14,63,05,1160297,1868442,2008,02/04/2016 06:33:39 AM,41.794704784,-87.687728356,"(41.794704784, -87.687728356)"
6341327,HP429731,07/02/2008 01:00:00 PM,011XX N HOOKER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,true,1822,018,32,8,26,1170219,1907851,2008,02/04/2016 06:33:39 AM,41.902636225,-87.650194925,"(41.902636225, -87.650194925)"
6341328,HP429722,07/02/2008 12:00:00 AM,024XX N ST LOUIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1413,014,26,22,07,1152636,1915966,2008,02/04/2016 06:33:39 AM,41.925270571,-87.71456543,"(41.925270571, -87.71456543)"
6341329,HP429754,06/30/2008 10:30:00 AM,067XX S MERRILL AVE,0810,THEFT,OVER $500,RESIDENCE,false,true,0331,003,5,43,06,1191703,1860774,2008,02/04/2016 06:33:39 AM,41.77295831,-87.572813053,"(41.77295831, -87.572813053)"
6341330,HP429744,06/29/2008 07:00:00 PM,075XX S SOUTH CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0411,004,5,69,14,1186118,1854974,2008,02/04/2016 06:33:39 AM,41.757176281,-87.593468808,"(41.757176281, -87.593468808)"
6341331,HP429762,07/02/2008 07:30:00 PM,037XX S PRAIRIE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,PARK PROPERTY,false,false,0211,002,3,35,04B,1178546,1880183,2008,02/04/2016 06:33:39 AM,41.826527532,-87.62045268,"(41.826527532, -87.62045268)"
6341332,HP399107,06/16/2008 08:00:00 AM,002XX E HURON ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1834,018,42,8,06,1178066,1905133,2008,02/04/2016 06:33:39 AM,41.895002822,-87.621454706,"(41.895002822, -87.621454706)"
6341333,HP429768,06/25/2008 12:00:00 AM,055XX W 63RD PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0813,008,13,64,11,1140654,1861921,2008,02/04/2016 06:33:39 AM,41.777192261,-87.759919549,"(41.777192261, -87.759919549)"
6341335,HP429635,07/02/2008 10:30:00 AM,007XX W GORDON TER,0890,THEFT,FROM BUILDING,OTHER,false,false,2323,019,46,3,06,1170623,1927985,2008,02/04/2016 06:33:39 AM,41.957875995,-87.648119936,"(41.957875995, -87.648119936)"
6341336,HP429632,07/02/2008 04:45:00 PM,043XX W 26TH ST,0810,THEFT,OVER $500,STREET,false,false,1013,010,22,30,06,1148304,1886378,2008,02/04/2016 06:33:39 AM,41.844162475,-87.731246158,"(41.844162475, -87.731246158)"
6341337,HP429636,07/01/2008 10:00:00 PM,021XX W WEBSTER AVE,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,1432,014,32,22,06,1161563,1914595,2008,02/04/2016 06:33:39 AM,41.921327001,-87.681801663,"(41.921327001, -87.681801663)"
6341338,HP429696,07/02/2008 05:30:00 PM,011XX N WINCHESTER AVE,0810,THEFT,OVER $500,STREET,false,false,1322,012,1,24,06,1163193,1907645,2008,02/04/2016 06:33:39 AM,41.902221577,-87.676008355,"(41.902221577, -87.676008355)"
6341356,HP429226,07/02/2008 10:30:00 AM,093XX S ADA ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2222,022,21,73,05,1168971,1842737,2008,02/04/2016 06:33:39 AM,41.723983717,-87.65666233,"(41.723983717, -87.65666233)"
6341357,HP429821,07/02/2008 12:00:00 AM,016XX W BELMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,TAVERN/LIQUOR STORE,false,false,1924,019,32,6,14,1164793,1921309,2008,02/04/2016 06:33:39 AM,41.939682648,-87.669742952,"(41.939682648, -87.669742952)"
6341358,HP429721,07/02/2008 02:00:00 PM,021XX N RICHMOND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1414,014,35,22,07,1156596,1914013,2008,02/04/2016 06:33:39 AM,41.919832051,-87.700067465,"(41.919832051, -87.700067465)"
6341359,HP429448,07/02/2008 04:37:25 PM,073XX S ST LAWRENCE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0323,003,6,69,26,1181504,1856546,2008,02/04/2016 06:33:39 AM,41.76159766,-87.610329804,"(41.76159766, -87.610329804)"
6341360,HP429288,07/01/2008 06:30:00 AM,103XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,2212,022,19,72,14,1162213,1836048,2008,02/04/2016 06:33:39 AM,41.70577109,-87.681602165,"(41.70577109, -87.681602165)"
6341361,HP429517,07/02/2008 05:10:00 PM,062XX S DREXEL AVE,1330,CRIMINAL TRESPASS,TO LAND,PARK PROPERTY,false,false,0313,003,20,42,26,1183077,1863924,2008,02/04/2016 06:33:39 AM,41.781807171,-87.604335461,"(41.781807171, -87.604335461)"
6341363,HP429832,06/28/2008 06:00:00 PM,009XX N FRANKLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1823,018,27,8,14,1174153,1906615,2008,02/04/2016 06:33:39 AM,41.899157702,-87.63578171,"(41.899157702, -87.63578171)"
6341364,HP429837,07/01/2008 11:00:00 PM,062XX N KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2413,024,50,2,26,1153897,1941155,2008,02/04/2016 06:33:39 AM,41.994365752,-87.709257818,"(41.994365752, -87.709257818)"
6341366,HP429755,07/01/2008 07:00:00 PM,001XX N MAYFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1512,015,29,25,07,1137138,1900480,2008,02/04/2016 06:33:39 AM,41.883067861,-87.771885574,"(41.883067861, -87.771885574)"
6341367,HP429794,07/02/2008 08:00:00 AM,071XX S OGLESBY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0334,003,5,43,06,1193115,1858120,2008,02/04/2016 06:33:39 AM,41.765641159,-87.567723723,"(41.765641159, -87.567723723)"
6341368,HP429775,07/02/2008 06:30:00 PM,117XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2212,022,19,75,06,1161507,1826510,2008,02/04/2016 06:33:39 AM,41.679611742,-87.684450611,"(41.679611742, -87.684450611)"
6341369,HP429736,07/02/2008 12:30:00 PM,011XX W WILSON AVE,0820,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY GROUNDS,false,false,2311,019,46,3,06,1167612,1930696,2008,02/04/2016 06:33:39 AM,41.96538061,-87.659110921,"(41.96538061, -87.659110921)"
6341371,HP429076,07/02/2008 01:15:00 PM,015XX W 111TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,true,false,2234,022,34,75,18,1167783,1831117,2008,02/04/2016 06:33:39 AM,41.692122131,-87.661346081,"(41.692122131, -87.661346081)"
6341372,HP429753,07/02/2008 12:00:00 PM,048XX N KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1712,017,39,14,14,1146171,1931754,2008,02/04/2016 06:33:39 AM,41.96871975,-87.737918099,"(41.96871975, -87.737918099)"
6341374,HP428946,07/02/2008 11:50:00 AM,091XX S JUSTINE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2221,022,21,73,18,1167610,1844081,2008,02/04/2016 06:33:39 AM,41.727701104,-87.661609206,"(41.727701104, -87.661609206)"
6341375,HP429803,06/28/2008 08:00:00 PM,018XX N ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1421,014,26,22,08B,1155212,1912222,2008,02/04/2016 06:33:39 AM,41.914945331,-87.705200717,"(41.914945331, -87.705200717)"
6341376,HP429826,06/19/2008 02:30:00 PM,037XX N NEWCASTLE AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1632,016,36,17,08B,1130070,1924078,2008,02/04/2016 06:33:39 AM,41.947947765,-87.797298541,"(41.947947765, -87.797298541)"
6341377,HP429865,07/02/2008 08:32:00 PM,058XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2531,025,29,25,18,1137276,1910043,2008,02/04/2016 06:33:39 AM,41.909307457,-87.771148723,"(41.909307457, -87.771148723)"
6341378,HP429871,07/02/2008 05:38:00 PM,022XX S WESTERN AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,1034,010,25,31,06,1160711,1889253,2008,02/04/2016 06:33:39 AM,41.851804072,-87.68563492,"(41.851804072, -87.68563492)"
6341379,HP428105,07/01/2008 11:15:00 PM,012XX N MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,1423,014,26,24,08B,1159180,1908106,2008,02/04/2016 06:33:39 AM,41.903570031,-87.690736024,"(41.903570031, -87.690736024)"
6341380,HP429839,07/02/2008 08:00:00 PM,028XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,ALLEY,true,false,1412,014,35,21,08B,1152824,1918773,2008,02/04/2016 06:33:39 AM,41.932969483,-87.713800099,"(41.932969483, -87.713800099)"
6341381,HP427694,07/01/2008 06:55:00 PM,015XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1422,014,26,23,06,1154748,1909875,2008,02/04/2016 06:33:39 AM,41.908514273,-87.706968373,"(41.908514273, -87.706968373)"
6341382,HP429819,07/02/2008 06:15:00 PM,016XX N TALMAN AVE,0560,ASSAULT,SIMPLE,CONSTRUCTION SITE,false,false,1421,014,1,24,08A,1158453,1910703,2008,02/04/2016 06:33:39 AM,41.910711323,-87.69333529,"(41.910711323, -87.69333529)"
6341383,HP430119,07/03/2008 12:01:00 AM,024XX N MANGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2515,025,30,19,18,1137646,1915572,2008,02/04/2016 06:33:39 AM,41.924473007,-87.769655989,"(41.924473007, -87.769655989)"
6341384,HP429148,07/02/2008 01:28:00 PM,037XX W FULLERTON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,2525,025,35,22,04B,1151229,1915700,2008,02/04/2016 06:33:39 AM,41.924568388,-87.719742439,"(41.924568388, -87.719742439)"
6341385,HP430086,07/02/2008 10:42:00 PM,015XX N LARAMIE AVE,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,STREET,true,false,2532,025,37,25,15,1141423,1909754,2008,02/04/2016 06:33:39 AM,41.908438813,-87.755921421,"(41.908438813, -87.755921421)"
6341386,HP430083,07/02/2008 10:30:00 PM,019XX N WHIPPLE ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,1421,014,35,22,08B,1155558,1912738,2008,02/04/2016 06:33:39 AM,41.916354317,-87.703915637,"(41.916354317, -87.703915637)"
6341387,HP430209,07/03/2008 01:31:00 AM,021XX N HAMLIN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SIDEWALK,true,false,2525,025,26,22,14,1150702,1913770,2008,02/04/2016 06:33:39 AM,41.919282628,-87.721729456,"(41.919282628, -87.721729456)"
6341388,HP428245,07/02/2008 12:35:00 AM,014XX N WOOD ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,false,false,1433,014,1,24,17,1164124,1909980,2008,02/04/2016 06:33:39 AM,41.908609357,-87.672522589,"(41.908609357, -87.672522589)"
6341389,HP426328,07/01/2008 02:47:00 AM,020XX W SHAKESPEARE AVE,0810,THEFT,OVER $500,STREET,false,false,1432,014,32,22,06,1162463,1914404,2008,02/04/2016 06:33:39 AM,41.920784073,-87.678500205,"(41.920784073, -87.678500205)"
6341395,HP429869,07/02/2008 07:00:00 PM,062XX S ST LAWRENCE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,0313,003,20,42,26,1181309,1863724,2008,02/04/2016 06:33:39 AM,41.781299301,-87.610823483,"(41.781299301, -87.610823483)"
6341396,HP429757,05/09/2008 12:00:00 AM,007XX N MICHIGAN AVE,1120,DECEPTIVE PRACTICE,FORGERY,DEPARTMENT STORE,false,false,1834,018,42,8,10,1177303,1905177,2008,02/04/2016 06:33:39 AM,41.895140898,-87.624255632,"(41.895140898, -87.624255632)"
6341398,HP429746,07/02/2008 02:00:00 PM,043XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1723,017,39,16,08B,1150611,1928612,2008,02/04/2016 06:33:39 AM,41.960012054,-87.721674709,"(41.960012054, -87.721674709)"
6341399,HP427823,07/01/2008 08:30:00 PM,019XX W MONTEREY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,POLICE FACILITY/VEH PARKING LOT,false,false,2212,022,19,75,06,1165742,1830843,2008,02/04/2016 06:33:39 AM,41.691413679,-87.668826246,"(41.691413679, -87.668826246)"
6341400,HP429247,05/30/2008 12:01:00 AM,115XX S CHURCH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2212,022,34,75,06,1165628,1828221,2008,02/04/2016 06:33:39 AM,41.684220869,-87.669317606,"(41.684220869, -87.669317606)"
6341401,HP429362,06/30/2008 02:00:00 AM,091XX S UNION AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2223,022,21,73,06,1173240,1844359,2008,02/04/2016 06:33:39 AM,41.728341562,-87.640977406,"(41.728341562, -87.640977406)"
6341402,HP429912,07/02/2008 11:00:00 AM,075XX S STONY ISLAND AVE,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,0411,004,8,43,06,1188234,1855158,2008,02/04/2016 06:33:39 AM,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
6341403,HP429476,07/02/2008 06:00:00 AM,004XX E KENSINGTON AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0532,005,9,54,06,1181690,1828273,2008,02/04/2016 06:33:39 AM,41.684008803,-87.610518158,"(41.684008803, -87.610518158)"
6341404,HP429609,07/02/2008 06:00:21 PM,088XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,2222,022,21,71,14,1170859,1846305,2008,02/04/2016 06:33:39 AM,41.733733884,-87.649642862,"(41.733733884, -87.649642862)"
6341405,HP429565,07/02/2008 08:10:00 AM,015XX W 107TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2212,022,19,72,05,1167863,1833776,2008,02/04/2016 06:33:39 AM,41.699417153,-87.660977197,"(41.699417153, -87.660977197)"
6341407,HP429918,07/01/2008 06:30:00 PM,022XX W MARQUETTE RD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0832,008,17,66,26,1162430,1860183,2008,02/04/2016 06:33:39 AM,41.771996762,-87.68013671,"(41.771996762, -87.68013671)"
6341410,HP422306,06/28/2008 09:00:00 PM,003XX N SANGAMON ST,0810,THEFT,OVER $500,STREET,false,false,1212,012,27,28,06,1170042,1902115,2008,02/04/2016 06:33:39 AM,41.886900141,-87.651012627,"(41.886900141, -87.651012627)"
6341411,HP429989,07/02/2008 09:15:00 PM,037XX N SOUTHPORT AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1923,019,44,6,06,1166299,1925096,2008,02/04/2016 06:33:39 AM,41.950042231,-87.664099304,"(41.950042231, -87.664099304)"
6341492,HP430298,07/03/2008 12:00:00 AM,017XX W NORTH SHORE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2432,024,49,1,08A,1163677,1944558,2008,02/04/2016 06:33:39 AM,42.003502457,-87.673186151,"(42.003502457, -87.673186151)"
6341412,HP429537,07/02/2008 10:30:00 AM,010XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0132,001,2,32,07,1177416,1895922,2008,02/04/2016 06:33:39 AM,41.869742115,-87.62412152,"(41.869742115, -87.62412152)"
6341413,HP429634,07/02/2008 06:00:00 PM,056XX S CALUMET AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0234,002,20,40,26,1179448,1867640,2008,02/04/2016 06:33:39 AM,41.792087887,-87.617526732,"(41.792087887, -87.617526732)"
6341414,HP429747,07/02/2008 06:40:00 PM,013XX W RANDOLPH ST,0810,THEFT,OVER $500,STREET,false,false,1212,012,27,28,06,1167554,1901109,2008,02/04/2016 06:33:39 AM,41.884193526,-87.660178168,"(41.884193526, -87.660178168)"
6341415,HP429531,07/02/2008 02:00:00 PM,086XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0632,006,6,44,07,1180421,1847892,2008,02/04/2016 06:33:39 AM,41.737875026,-87.61456403,"(41.737875026, -87.61456403)"
6341416,HP430031,06/15/2008 12:00:00 PM,061XX S WASHTENAW AVE,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,0825,008,15,66,06,1159427,1863897,2008,02/04/2016 06:33:39 AM,41.782250567,-87.691043161,"(41.782250567, -87.691043161)"
6341417,HP429765,07/01/2008 08:00:00 PM,113XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0531,005,9,50,06,1182935,1829942,2008,02/04/2016 06:33:39 AM,41.688560013,-87.605909056,"(41.688560013, -87.605909056)"
6341420,HP429931,07/02/2008 09:10:00 PM,019XX N SPAULDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1422,014,35,22,26,1153833,1912650,2008,02/04/2016 06:33:39 AM,41.916147402,-87.710255596,"(41.916147402, -87.710255596)"
6341421,HP423873,06/29/2008 12:00:00 PM,050XX S CALIFORNIA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0911,009,14,63,05,1158560,1871087,2008,02/04/2016 06:33:39 AM,41.801998638,-87.694025816,"(41.801998638, -87.694025816)"
6341422,HP430050,07/01/2008 11:00:00 PM,028XX W 79TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0835,008,18,70,07,1158633,1852073,2008,02/04/2016 06:33:39 AM,41.749819983,-87.694276282,"(41.749819983, -87.694276282)"
